Id,L0_S5_F116,L3_S36_F3934,L1_S25_F2530,L3_S30_F3504,L2_S26_F3062,L1_S24_F1036,L1_S25_F2061,L1_S25_F2662,L3_S44_F4118,L1_S25_F2144,L1_S24_F1411,L1_S24_F1467,L1_S25_F2712,L0_S19_F459,L3_S37_F3946,L1_S25_F2990,L1_S24_F808,L1_S25_F2747,L3_S29_F3367,L1_S25_F2466,L1_S25_F2749,L1_S24_F1520,L3_S30_F3609,L1_S24_F829,L0_S3_F88,L1_S25_F2545,L1_S24_F790,L1_S25_F2682,L1_S25_F2504,L1_S24_F1426,L0_S15_F394,L1_S25_F2842,L0_S21_F517,L1_S24_F1068,L1_S25_F2096,L1_S25_F2808,L0_S0_F4,L1_S24_F1235,L0_S17_F433,L3_S41_F4002,L3_S30_F3579,L1_S25_F2176,L3_S35_F3884,L1_S24_F844,L2_S28_F3259,L3_S29_F3479,L0_S11_F294,L1_S24_F897,L1_S25_F2594,L0_S12_F338,Response
319,,0.0,,6.0,,,,,,,,,,,0.0,,,,-38.0,,,,-49.0,,0.0,,,,,,,,,,,,-15.0,,,,-139.0,,,,,-86.0,,,,,0
320,-204.0,0.0,,0.0,,,,,,,,,,,0.0,,,,42.0,,,,266.0,,0.0,,,,,,,,,,,,-179.0,,,,225.0,,,,,,1.0,,,,0
321,,,,-3.0,,,,,,,,,,,0.0,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,78.0,,,,,0
322,,,,1.0,0.08900000000000001,,,,,,,,,,0.0,,,,-85.0,0.028,,,-46.0,,,,,,,,,,,,,,,,,,0.013,,0.0,,,0.059,,,,,0
323,,,,0.0,,,,,,,,,,,0.0,,,,121.0,39.0,,,8.0,,,,,,,,,,,,,,,,,,-0.018000000000000002,,0.0,,,8.0,,,,,0
324,,,,6.0,,,,,,,,,,,0.0,,,,-174.0,,,,-0.08,,0.0,,,,,,,,,,,,-33.0,,,,134.0,,0.0,,,-78.0,,,,,0
325,6.0,0.0,,-4.0,,,,,,,,,,,0.0,,,,264.0,,,,,,,,,,,,,,,,,,-15.0,,,,,,,,,0.16899999999999998,35.0,,,,0
327,,,,-5.0,,,,,,,,,,-15.0,0.0,,,,-0.029,,,,0.011,,,,,,,,,,-12.0,,,,,,,,134.0,,0.0,,,0.0,,,,2.0,0
328,17.0,0.0,,1.0,,,,,,,,,,,0.0,,,,0.07,,,,-23.0,,0.0,,,,,,,,,,,,-179.0,,,,-48.0,,,,,-4.0,-68.0,,,,0
330,47.0,0.0,,4.0,,,,,,,,,,,0.0,,,,0.07,,,,-77.0,,,,,,,,,,,,,,-0.197,,,,-139.0,,,,,-102.0,,,,,0
332,,0.0,,-1.0,,,,,,,,,,,0.0,,,,-71.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,94.0,,,,2.0,0
335,,0.0,,1.0,-92.0,,,,,,,,,,0.0,,,,-193.0,,,-8.0,146.0,,,,,,,,,,,,,,,,,,-48.0,,,,,35.0,,,,,0
336,,0.0,,-5.0,,,,,,,,,,,0.0,,,,-0.18,,,,,,,,,,,,,,-0.02,,,,,,198.0,,,,,,,,,,,2.0,0
337,-156.0,0.0,,-3.0,,,,,,,,,,,0.0,,,,121.0,,,,-15.0,,,,,,,,,,,,,,348.0,,,,-0.199,,,,,-51.0,6.0,,,,0
339,,,,-2.0,0.08199999999999999,,,,,,,,,,0.0,,,,-85.0,,,-0.011,-0.08800000000000001,,,,,,,,,,,,,,,,,,-139.0,,0.0,,,35.0,,,,,0
342,-141.0,,,0.0,,,,,,,,,,,0.0,,,,0.07,,,,16.0,,,,,,,,,,,,,,-0.052000000000000005,,,,-48.0,,0.0,,,-47.0,57.0,,,,0
343,,,,0.0,,,,,,,,,,,0.0,,,,12.0,,,92.0,-0.08800000000000001,,,,,,,,,,,,,,,,,,-0.018000000000000002,,0.0,,,-4.0,,,,,0
344,0.26,,,-3.0,,,,,,,,,,,0.0,,,,0.21,,,,,,0.0,,,,,,,,,,,,-15.0,,,,,,0.0,,,-8.0,,,,,0
347,,0.0,,0.0,,,,,,,,,,-38.0,0.0,,,,-66.0,,,,42.0,,,,,,,,12.0,,,,,,,,,,255.0,,,,,-4.0,,,,-53.0,0
351,318.0,,,0.0,,,,,,,,,,,0.0,,,,-0.029,,,,-0.07200000000000001,,0.0,,,,,,,,,,,,-0.197,,,,0.104,,0.0,,,0.0,,,,,0
352,,0.0,,1.0,,,,,,,,,,,0.0,,,,-174.0,,,,245.0,,,,,,,,,,,,,,,,168.0,,73.0,,,,,-63.0,,,,-53.0,0
353,-0.123,,,6.0,,,,,,,,,,,0.0,,,,-146.0,,,,-0.036000000000000004,,,,,,,,,,,,,,-0.052000000000000005,,,,-0.16899999999999998,,0.0,,,-71.0,,,,,0
355,-15.0,,,0.0,,,,,,,,,,,0.0,,,,0.26,,,,,,,,,,,,,,,,,,-15.0,,,,,,0.0,,,67.0,0.08900000000000001,,,,0
359,,0.0,,-5.0,,,,,,,,,,48.0,0.0,,,,-0.118,,,,-46.0,,,,,,,,,,-39.0,,,,,,,,225.0,,,,,75.0,,,,0.058,0
361,,,,1.0,,,,,,,,,,,0.0,,,,-0.118,,,,-0.054000000000000006,,,,,,,,,,,,,,-179.0,,,,43.0,,0.0,,,4.0,,,,,0
362,,,,3.0,,,,,,,,,,-85.0,0.0,,,,-218.0,,,,,,,,,,,,12.0,,,,,,,,-231.0,,,,0.0,,,24.0,,,,0.058,0
363,-12.0,,,-3.0,,,,,,,,,,,0.0,,,,177.0,,,,16.0,,0.0,,,,,,,,,,,,312.0,,,,-0.108,,0.0,,,-94.0,,,,,0
364,,,,-3.0,,,,,,,,,,,0.0,,,,38.0,,,,,,,,,,,,-0.08800000000000001,,-0.02,,,,,,,,,,0.0,,,-75.0,,,,-109.0,0
365,,0.0,,0.0,0.11,,,,,,,,,,0.0,,,,23.0,,,,0.338,,,,,,,,,,,,,,-15.0,,,,-0.108,,,,,-24.0,,,,,0
366,,,,2.0,,,,,,,,,,,0.0,,,,-71.0,,,,,,,,,,,,,,,,,,-15.0,,,,,,0.0,,,,,,,,0
368,,,,0.0,,,,,,,,,,,0.0,,,,2.0,,,,,,0.0,,,,,,,,,,,,-215.0,,,,,,0.0,,,0.13699999999999998,42.0,,,,0
372,49.0,0.0,,1.0,,,,,,,,,,,0.0,,,,-38.0,,,,0.16399999999999998,,,,,,,,,,,,,,-215.0,,,,-78.0,,,,,-0.059,,,,,0
374,,,,0.0,,,,,,,,,,-6.0,0.0,,,,-66.0,,,,0.011,,,,,,,,12.0,,,,,,,,81.0,,0.16399999999999998,,0.0,,,43.0,,,,0.16899999999999998,0
376,98.0,,,0.009000000000000001,-32.0,,,,,,,,,,0.0,,,,0.453,,,,-67.0,,0.0,,,,,,,,,,,,-15.0,,,,-0.16899999999999998,,0.0,,,4.0,77.0,,,,0
377,,,,1.0,,,,,,,,,,,0.0,,,,-0.054000000000000006,,,,,,0.0,,,,,,,,,,,,-0.197,,,,,,0.0,,,102.0,172.0,,,,0
379,,0.0,,-3.0,128.0,,,,,,,,,,0.0,,,,23.0,,,-15.0,0.05,,,,,,,,,,,,,,,,,,-0.108,,,,,31.0,,,,,0
382,,,,-3.0,-25.0,,,,,,-0.338,204.0,,,0.0,,,,23.0,,,,-0.028,,,,,,,-5.0,,,,,,,,,,,-48.0,,0.0,,,-43.0,,,,,0
383,,,,-2.0,,,,,,,,,,,0.0,,,,-193.0,,,111.0,-25.0,,,,,,,,,,,,,,,,,,73.0,,0.0,,,-16.0,,,,,0
384,,,,-3.0,,,,,,,,,,165.0,0.0,,,,-163.0,,,,,,,,,,,,12.0,,33.0,,,,,,,,,,0.0,,,-8.0,,,,-53.0,0
387,138.0,,,3.0,,,,,,,,,,,0.0,,,,78.0,,,,-0.093,,,,,,,,,,,,,,0.33,,,,-0.108,,0.0,,,86.0,,,,,0
388,,,,1.0,,,,,,,,,,,0.0,,,,23.0,,,-126.0,-25.0,,,,,,,,,,,,,,,,,,-139.0,,0.0,,,0.0,,,,,0
389,,,,-2.0,-106.0,,,,,,,,,,0.0,,,,-85.0,,,62.0,115.0,,,,,,,,,,,,,,,,,,43.0,,0.0,,,-0.027000000000000003,,,,,0
390,0.08900000000000001,0.0,,-3.0,,,,,,,,,,,0.0,,,,12.0,,,,21.0,,,,,,,,,,,,,,-161.0,,,,225.0,,,,,-35.0,,,,,0
391,-0.206,,,4.0,,,,,,,,,,,0.0,,,,-207.0,,,,73.0,,0.0,,,,,,,,,,,,312.0,,,,-78.0,,0.0,,,-35.0,-0.058,,,,0
396,,,,0.0,,,,,,,,,,,0.0,,,,2.0,,,,,,0.0,,,,,,,,,,,,-0.197,,,,,,0.0,,,,68.0,,,,0
399,,,,-2.0,0.03,,,,,,,0.02,,,0.0,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,102.0,,,,,0
400,,,,-2.0,-0.093,,,,,,,,,,0.0,,,,0.238,,,-45.0,8.0,,,,,,,,,,,,,,,,,,-0.16899999999999998,,0.0,,,0.059,,,,,0
401,,0.0,,-5.0,,,,,,,,,,0.011,0.0,,,,-38.0,,,,-0.07200000000000001,,,,,,,,,,,,,,,,106.0,,73.0,,,,,-75.0,,,,0.058,0
403,-19.0,,,0.009000000000000001,,,,,,,,,,,0.0,,,,12.0,,,,76.0,,,,,,,,,,,,,,3.0,,,,0.013,,0.0,,,-31.0,-84.0,,,,0
404,,,,1.0,,,,,,,,,,,0.0,,,,0.07,,,,-0.09,,,,,,,,,,,,,,-215.0,,,,-78.0,,0.0,,,-75.0,,,,,0
405,,,,1.0,,,,,,,,,,,0.0,,,,0.07,,,,-0.09,,,,,,,,,,,,,,-215.0,,,,-78.0,,0.0,,,-75.0,,,,,0
406,,,,-5.0,,,,,,,,,,,0.0,,,,131.0,,,,-0.093,,,,,,,,12.0,,,,,,,,223.0,,0.104,,0.0,,,0.027000000000000003,,,,2.0,0
407,,,,-4.0,,,,,,,,,,,0.0,,,,0.056,,,,,,,,,,,,-0.08800000000000001,,,,,,,,,,,,0.0,,,125.0,,,,-53.0,0
409,,0.0,,0.0,,,,,,,,,,,0.0,,,,-0.18,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,98.0,,,,,0
410,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0,,,0.0,,,,,,,-0.014,,,,0
412,,,,,,,,,-142.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,0.0,,,,,,,,,,-53.0,0
416,0.279,0.0,,0.0,,,,,,,,,,,0.0,,,,-0.097,,,,71.0,,,,,,,,,,,,,,-0.197,,,,225.0,,,,,-31.0,,,,,0
421,-85.0,,,0.009000000000000001,,,,,,,,,,,0.0,,,,177.0,,,,16.0,,,,,,,,,,,,,,-179.0,,,,-78.0,,0.0,,,-47.0,,,,,0
424,,,,8.0,,,-0.101,,,86.0,,,,,0.0,,,,121.0,,,,79.0,,,,,,,,,,,,,,,,,,43.0,-106.0,0.0,,,39.0,,,,,0
425,,,,0.006999999999999999,0.09,,,,,,,,,,0.0,,,,-207.0,,,-0.08,0.211,,,,,,,,,,,,,,,,,,134.0,,0.0,,,-43.0,,,,,0
427,,0.0,,-3.0,,,,,,,,,,,0.0,,,,-0.118,,,,,,0.0,,,,,,,,,,,,-215.0,,,,,,,,,31.0,,,,,0
428,,0.0,,-3.0,,,,,,,,,,,0.0,,,,-0.118,,,,,,0.0,,,,,,,,,,,,-215.0,,,,,,,,,31.0,,,,,0
429,,0.0,,-4.0,,,,,,,,,,,0.0,,,,-146.0,,,,-0.036000000000000004,,,,,,,,,,,,,,294.0,,,,-0.018000000000000002,,,,,-0.08199999999999999,-0.118,,,,0
430,,,,4.0,,,,,,,,,,,0.0,,,,177.0,,,,-0.01,,0.0,,,,,,,,,,,,-215.0,,,,0.013,,0.0,,,-55.0,128.0,,,,0
431,-15.0,0.0,,0.0,,,,,,,,,,,0.0,,,,-146.0,,,,45.0,,,,,,,,,,,,,,-179.0,,,,-48.0,,,,,-31.0,,,,,0
434,,,,-5.0,0.013,,,,,,,,,,0.0,,,,258.0,,,,6.0,,,,,,,,,,,,,,,,,,-0.108,,0.0,,,55.0,,,,-53.0,0
435,,0.0,,-3.0,,,,,,,,,,0.028,0.0,,,,366.0,,,,-46.0,,,,,,,,12.0,,,,,,,,78.0,,-78.0,,,,,-47.0,,,,0.16899999999999998,0
436,-152.0,0.0,,-4.0,,,,,,,,,,,0.0,,,,2.0,,,,,,0.0,,,,,,,,,,,,-215.0,,,,,,,,,102.0,,,,,0
439,-0.044,,,1.0,,,,,,,,,,,0.0,,,,42.0,,,,68.0,,0.0,,,,,,,,,,,,-15.0,,,,0.16399999999999998,,0.0,,,-71.0,,,,,0
440,-57.0,0.0,,4.0,,,,,,,,,,,0.0,,,,121.0,,,,-12.0,,,,,,,,,,,,,,-0.07,,,,-48.0,,,,,-55.0,-23.0,,,,0
441,,,,-2.0,-53.0,,,,,,,,,,0.0,,,,-207.0,,,,-15.0,,0.0,,,,,,,,,,,,-0.197,,,,-0.16899999999999998,,0.0,,,51.0,-0.037000000000000005,,,,0
442,,0.0,,0.0,,,,,,,,,,,0.0,,,,0.23,,,,-5.0,,0.0,,,,,,,,,,,,0.33,,,,43.0,,,,,-0.027000000000000003,-33.0,,,,0
444,,0.0,,-1.0,,,,,,,,,,,0.0,,,,332.0,,,,,,0.0,,,,,,,,,,,,-179.0,,,,,,,,,24.0,,,,,0
445,,,,3.0,,,,,,,,,,141.0,0.0,,,,-163.0,,,,,,,,,,,,,,,,,,,,0.18600000000000005,,,,0.0,,,75.0,,,,-109.0,0
450,271.0,,,-5.0,,,,,,,,,,,0.0,,,,-0.118,,,,-95.0,,,,,,,,,,,,,,-161.0,,,,-48.0,,0.0,,,86.0,,,,,0
451,,0.0,,1.0,,,,,,,,,,-8.0,0.0,,,,-0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,2.0,0
452,,0.0,,0.0,,,,,,,,,,,0.0,,,,0.15,,,,0.05,,,,,,,,,,,,,,,,84.0,,0.16399999999999998,,,,,-71.0,,,,0.058,0
456,0.241,0.0,,3.0,-45.0,,,,,,,,,,0.0,,,,12.0,,,,-51.0,,,,,,,,,,,,,,-0.052000000000000005,,,,-78.0,,,,,-0.02,-0.16399999999999998,,,,0
457,0.241,0.0,,3.0,-45.0,,,,,,,,,,0.0,,,,12.0,,,,-51.0,,,,,,,,,,,,,,-0.052000000000000005,,,,-78.0,,,,,-0.02,-0.16399999999999998,,,,0
459,-172.0,,,4.0,,,,,,,,,,,0.0,,,,0.238,,,,146.0,,0.0,,,,,,,,,,,,-33.0,,,,-48.0,,0.0,,,-39.0,8.0,,,,0
463,0.118,,,3.0,,,,,,,,,,,0.0,,,,-207.0,,,,271.0,,0.0,,,,,,,,,,,,0.33,,,,195.0,,0.0,,,-47.0,-136.0,,,,0
464,-61.0,0.0,,-5.0,,,,,,,,,,,0.0,,,,-146.0,,,,63.0,,0.0,,,,,,,,,,,,3.0,,,,43.0,,,,,-63.0,-0.07,,,,0
466,134.0,,,0.0,,,,,,,,,,,0.0,,,,23.0,,,,-67.0,,,,,,,,,,,,,,-15.0,,,,43.0,,0.0,,-166.0,-47.0,,,,,0
469,134.0,,,0.0,,,,,,,,,,,0.0,,,,23.0,,,,-67.0,,,,,,,,,,,,,,-15.0,,,,43.0,,0.0,,-166.0,-47.0,,,,,0
470,,0.0,,-5.0,,,,,,,,,,,0.0,,,,-0.13699999999999998,,,,-33.0,,,,,,,,,,,,,,3.0,,,,0.013,,,,,98.0,19.0,,,,0
471,,0.0,,1.0,,,,,,,,,,,0.0,,,,-85.0,,,,8.0,,,,,,,,12.0,,0.044,,,,,,-0.013,,225.0,,,,,16.0,,,,-53.0,0
472,,0.0,,0.0,,,,,,,,,,,0.0,,,,121.0,,,-122.0,8.0,,,,,,,,,,,,,,,,,,-0.16899999999999998,,,,,-8.0,,,,,0
473,,0.0,,0.0,,,,,,,,,,,0.0,,,,121.0,,,-122.0,8.0,,,,,,,,,,,,,,,,,,-0.16899999999999998,,,,,-8.0,,,,,0
476,,,,,,,,,-192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-215.0,,,0.0,,,,,,,,,,,0
477,,,,4.0,,,,,,,,,,159.0,0.0,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,86.0,,,,2.0,0
478,,,,-2.0,,,,,,,,,,,0.0,,,,0.07,,,,-0.08,,,,,,,,,,,,,,-0.197,,,,-48.0,,0.0,,,-102.0,-153.0,,,,0
479,46.0,,,-2.0,,,,,,,,,,,0.0,,,,165.0,,,,,,0.0,,,,,,,,,,,,-215.0,,,,,,0.0,,,67.0,0.097,,,,0
484,,,,4.0,24.0,,,,,-0.1,,,,,0.0,,,,-207.0,,,,-43.0,,,,,,,,,,,,-5.0,,,,,,0.104,75.0,0.0,,,0.059,,,,,0
486,,0.0,,-5.0,,,,,,,,,,,0.0,,,,-174.0,,,,0.06,,,,,,,,,,,,,,,,109.0,,-48.0,,,,,-0.059,,,,0.16899999999999998,0
487,,0.0,,1.0,,,,,,,,,,,0.0,,,,-0.009000000000000001,,,,,,0.0,,,,,,,,,,,,-179.0,,,,,,,,,43.0,,,,,0
488,,0.0,,-3.0,,,,,,,,,,-42.0,0.0,,,,-207.0,,,,-0.059,,,,,,,,,,,,,,,,,,-139.0,,,,,-43.0,,,,0.058,0
491,,,,-3.0,,,,,,,,,,,0.0,,,,-0.054000000000000006,,,,,,0.0,,,,,,,,,,,,-215.0,,,,,,0.0,,,0.0,62.0,,,,0
492,,,,3.0,,,,,,,,,,,0.0,,,,-85.0,,,,-75.0,,0.0,,,,,,,,,,,,-179.0,,,,-139.0,,0.0,,,-0.02,,,,,0
493,-0.04,0.0,,-5.0,,,,,,,,,,,0.0,,,,0.23,,,,-0.01,,0.0,,,,,,,,,,,,294.0,,,,-48.0,,,,,63.0,-0.16,,,,0
494,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,,,,,0
495,,,,6.0,,,-23.0,,,92.0,,,,,0.0,,,,-0.118,,,,,,,,,,,,,,,,,,,,,,,71.0,0.0,,,145.0,,,,,0
496,,,,1.0,125.0,,,,,,,,,,0.0,,,,-207.0,,,-65.0,-51.0,,,,,,,,,,,,,,,,,,-0.108,,0.0,,,-24.0,,,,,0
499,154.0,,,0.0,,,,,,,,,,,0.0,,,,0.07,,,,-12.0,,,,,,,,,,,,,,-215.0,,,,-78.0,,0.0,,,-0.09,,,,,0
500,,,,2.0,,,,,,,,,,,0.0,,,,239.0,,,,,,,,,,,,,,,,,,0.53,,,,,,0.0,,,78.0,55.0,,,,0
502,,0.0,,3.0,,,,,,,,,,,0.0,,,,-207.0,,,,-33.0,,,,,,,,,,,,,,3.0,,,,-0.16899999999999998,,,,,-0.027000000000000003,,,,,0
503,0.022,0.0,,-2.0,,,,,,,,,,,0.0,,,,0.28,,,,,,0.0,,,,,,,,,,,,0.33,,,,,,,,,102.0,,,,,0
504,,,,-3.0,,,,,,,,,,,0.0,,,,-146.0,,,,1.0,,,,,,,,,,,,,,3.0,,,,-0.018000000000000002,,0.0,,,-86.0,-96.0,,,,0
505,,0.0,,0.0,,,,,,,,,,,0.0,,,,-193.0,,,55.0,0.112,,,,,,,,,,,,,,,,,,-0.108,,,,,-16.0,,,,,0
508,,,,6.0,17.0,,,,,,,,,-0.014,0.0,,,,12.0,,,,-0.054000000000000006,,,,,,,,,,,,,,,,84.0,,-0.16899999999999998,,0.0,,,24.0,,,,2.0,0
510,,,,1.0,,,,,,,,,,,0.0,,,,-174.0,,,,-2.0,,0.0,,,,,,,,,,,,294.0,,,,-0.108,,0.0,,,-0.059,,,,,0
511,,,,0.0,24.0,,,,,,,,,,0.0,,,,131.0,,,-91.0,-12.0,,,,,,,,,,,,,,,,,,-78.0,,0.0,,,-0.02,,,,,0
515,,0.0,0.059,-3.0,0.009000000000000001,,,,,,,,-0.018000000000000002,,0.0,,,-345.0,342.0,,-129.0,,,,,-23.0,,,-365.0,,,,,,,,,,,,,,,,,67.0,,,,,0
516,,0.0,0.059,-3.0,0.009000000000000001,,,,,,,,-0.018000000000000002,,0.0,,,-345.0,342.0,,-129.0,,,,,-23.0,,,-365.0,,,,,,,,,,,,,,,,,67.0,,,,,0
517,,,,-5.0,,,,,,,,138.0,,,0.0,,,,42.0,,,,-15.0,,,,,,,,,,,,,,-15.0,,,,-78.0,,0.0,,,63.0,21.0,,,,0
518,,0.0,,6.0,,1.0,,,,,,,,,0.0,,-0.056,,-0.097,,,,-0.028,,,,33.0,,,,,,,-43.0,,,,,,,-0.108,,,,,-47.0,,,,,0
519,99.0,,,4.0,,,,,,,,,,,0.0,,,,0.238,,,,-124.0,,,,,,,,,,,,,,3.0,,,,-0.108,,0.0,,,-39.0,,,,,0
520,,,,-5.0,,,,,,,,,,,0.0,,,,-66.0,,,,0.227,,,,,,,,,,33.0,,,,,,,,43.0,,0.0,,,-71.0,,,,-53.0,0
522,,,,1.0,,,,,,,,,,,0.0,,,,-0.118,,,131.0,,,,,,,,,,,,,,,,,,,,,0.0,,,102.0,,,,,0
523,,,,-5.0,,,,,,,,,,,0.0,,,,-0.097,,,,0.08900000000000001,,,,,,,,,,,,,,-0.197,,,,0.013,,0.0,,,-8.0,,,,,0
524,-152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-215.0,,,0.0,,,,,,,,,,,0
525,-0.056,,,-3.0,,,,,,,,,,,0.0,,,,121.0,,,,-33.0,,0.0,,,,,,,,,,,,294.0,,,,0.013,,0.0,,,-16.0,-0.08199999999999999,,,,0
527,,,,-4.0,,,,,,,,,,,0.0,,,,-146.0,,,,-0.041,,,,,,,,,,,,,,312.0,,,,-0.018000000000000002,,0.0,,,-86.0,-5.0,,,,0
532,,0.0,,4.0,32.0,,,,,,,,,,0.0,,-183.0,,-0.097,,,,42.0,-114.0,,,-19.0,,,,,,,53.0,,,,,,,-0.108,,,337.0,,0.059,,-1.0,,,0
533,-0.02,0.0,,-3.0,,,,,,,,,,,0.0,,,,-38.0,,,,-43.0,,0.0,,,,,,,,,,,,-0.052000000000000005,,,,43.0,,,,,-67.0,-12.0,,,,0
534,-2.0,0.0,,1.0,,,,,,,,,,,0.0,,,,-38.0,,,,47.0,,0.0,,,,,,,,,,,,-15.0,,,,-0.108,,,,,-0.08199999999999999,,,,,0
538,-183.0,,,3.0,,,,,,,,,,,0.0,,,,0.23,,,,0.014,,,,,,,,,,,,,,-15.0,,,,0.013,,0.0,,,-0.027000000000000003,,,,,0
540,-156.0,0.0,,1.0,,,,,,,,,,,0.0,,,,0.07,,,,1.0,,,,,,,,,,,,,,-33.0,,,,-0.108,,,,,0.027000000000000003,,,,,0
541,-156.0,0.0,,1.0,,,,,,,,,,,0.0,,,,0.07,,,,1.0,,,,,,,,,,,,,,-33.0,,,,-0.108,,,,,0.027000000000000003,,,,,0
544,75.0,,,0.0,,,,,,,,,,,0.0,,,,-85.0,,,,-98.0,,0.0,,,,,,,,,,,,0.33,,,,0.104,,0.0,,,24.0,,,,,0
545,,0.0,,4.0,,,,,,,,,,,0.0,,,,-66.0,,,,-124.0,,,,,,,,,,,,,,0.33,,,,43.0,,,,,-16.0,,,,,0
547,,,,-1.0,61.0,,,,,47.0,,,,,0.0,,,,121.0,,,,-49.0,,,,,,,,,,,,-17.0,,,,,,73.0,0.028,0.0,,,0.0,,,,,0
550,,0.0,,0.0,,,,,,146.0,,,,,0.0,,,,-207.0,,,,-95.0,,,,,,,,,,,,-0.011,,,,,,-48.0,-43.0,,,,-0.02,,,,,0
553,,,,0.0,,,,,,,,,,-3.0,0.0,,,,42.0,,,,-77.0,,,,,,,,,,,,,,,,,,225.0,,0.0,,,-55.0,,,,-109.0,0
555,-131.0,,,-1.0,,,,,,,,,,,0.0,,,,0.056,,,,,,0.0,,,,,,,,,,,,-15.0,,,,,,0.0,,,51.0,135.0,,,,0
558,-57.0,0.0,,1.0,,,,,,,,,,,0.0,,,,0.07,,,,-62.0,,,,,,,,,,,,,,0.33,,,,255.0,,,,,-78.0,,,,,0
560,,0.0,,0.0,,,,,,,,,,-0.08800000000000001,0.0,,,,0.26,,,,,,,,,,,,,,,,,,,,183.0,,,,,,,106.0,,,,-53.0,0
561,,0.0,,6.0,,,,,,,,,,,0.0,,,,177.0,,,,19.0,,,,,,,,,,,,,,294.0,,,,-0.108,,,,,-0.08199999999999999,,,,,0
562,,0.0,,1.0,,,,,,-94.0,,,,,0.0,,,,-228.0,,,,,,,,,,,,,,,,6.0,,,,,,,67.0,,,,75.0,,,,,0
564,-165.0,,,3.0,,,,,,,,,,,0.0,,,,0.23,,,,-0.08800000000000001,,0.0,,,,,,,,,,,,-33.0,,,,-78.0,,0.0,,,-55.0,,,,,0
565,,,,-3.0,57.0,,,,,,,,,,0.0,,,,0.23,,,-78.0,0.19,,,,,,,,,,,,,,,,,,0.16399999999999998,,0.0,,,-47.0,,,,,0
567,64.0,0.0,,0.0,,,,,,,,,,,0.0,,,,-85.0,,,,-46.0,,,,,,,,,,,,,,312.0,,,,-0.018000000000000002,,,,,12.0,,,,,0
570,-196.0,,,-2.0,,,,,,,,,,,0.0,,,,0.056,,,,,,,,,,,,,,,,,,-215.0,,,,,,0.0,,,71.0,,,,,0
571,,,,1.0,109.0,,0.116,,,6.0,,,,,0.0,,,,-0.097,,,,71.0,,,,,,,,,,,,,,,,,,-48.0,-68.0,0.0,,,-47.0,,,,,0
573,,,,1.0,,,,,,,,,,,0.0,,,,12.0,,,,66.0,,,,,,,,,,,,,,294.0,,,,134.0,,0.0,,,-35.0,,,,,0
575,,0.0,,-5.0,,,,,,,,,,,0.0,,,,-193.0,,,,-67.0,,0.0,,,,,,,,,,,,-15.0,,,,-0.16899999999999998,,,,,75.0,,,,,0
576,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,,-0.08800000000000001,,3.0,,,,,,,0.0,,,,,,,,,,2.0,0
580,,,,4.0,-193.0,,,,,,,,,,0.0,,,,12.0,,,0.08199999999999999,0.208,,,,,,,,,,,,,,,,,,0.104,,0.0,,,-8.0,,,,,0
581,0.059,,,3.0,-0.236,,,,,,,,,,0.0,,,,165.0,,,,,,0.0,,,,,,,,,,,,-215.0,,,,,,0.0,,,55.0,,,,,0
584,,0.0,,6.0,25.0,,,,,,,,,,0.0,,,,-207.0,,,,21.0,,,,,,,,,,,,,,-15.0,,,,0.013,,,,,-43.0,,,,,0
585,,,,3.0,,,,,,,,,,,0.0,,,,-0.097,,,,55.0,,0.0,,,,,,,,,,,,-15.0,,,,-78.0,,0.0,,,-51.0,-0.118,,,,0
586,,,,-3.0,-126.0,,,,,,,,,,0.0,,,,131.0,,,34.0,66.0,,,,,,,,,,,,,,,,,,-48.0,,0.0,,,-0.027000000000000003,,,,,0
587,,,,-2.0,,,,,,,,,,,0.0,,,,-0.18600000000000005,,,,,,,,,,,,,,-0.006999999999999999,,,,,,,,,,0.0,,,0.09,,,,2.0,0
588,1.0,,,-3.0,,,,,,,,,,,0.0,,,,-174.0,,,,-23.0,,,,,,,,,,,,,,348.0,,,,195.0,,0.0,,,-67.0,,,,,0
589,,0.0,,-5.0,,,,,,,,,,,0.0,,,,0.04,,,,,,,,,,,,12.0,,,,,,,,-4.0,,,,,,,71.0,,,,-0.16399999999999998,0
594,-156.0,0.0,,-5.0,,,,,,,,,,,0.0,,,,-66.0,,,,-0.093,,,,,,,,,,,,,,-0.343,,,,-78.0,,,,,67.0,-8.0,,,,0
597,-165.0,0.0,,2.0,,,,,,,,,,,0.0,,,,12.0,,,,-0.056,,,,,,,,,,,,,,-15.0,,,,-0.199,,,,,63.0,-128.0,,,,0
